,Provider Number,Hospital Name,Address 1,lat,lng,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services
134,030030,PHOENIX BAPTIST HOSPITAL,2000 WEST BETHANY HOME ROAD,33.5251,-112.1019,PHOENIX,AZ,85015,MARICOPA,6022490212,Acute Care Hospitals,Proprietary,Yes
135,030033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,34.23043,-111.32117,PAYSON,AZ,85541,GILA,9284743222,Acute Care Hospitals,Voluntary non-profit - Other,Yes
136,030036,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,33.29814,-111.87461,CHANDLER,AZ,85224,MARICOPA,4809634561,Acute Care Hospitals,Voluntary non-profit - Other,Yes
137,030037,ST LUKES MEDICAL CENTER,1800 EAST VAN BUREN STREET,33.45142,-112.04327,PHOENIX,AZ,85006,MARICOPA,6022518156,Acute Care Hospitals,Proprietary,Yes
138,030038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,33.4879,-111.92227,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Acute Care Hospitals,Proprietary,Yes
139,030043,SIERRA VISTA REGIONAL HEALTH CENTER INC,300 EL CAMINO REAL,31.55136,-110.27235,SIERRA VISTA,AZ,85635,COCHISE,5204584641,Acute Care Hospitals,Voluntary non-profit - Other,Yes
140,030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,35.22012,-114.03576,KINGMAN,AZ,86409,MOHAVE,9287572101,Acute Care Hospitals,Government - Hospital District or Authority,Yes
141,030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,33.60431,-112.28391,SUN CITY,AZ,85351,MARICOPA,6239777211,Acute Care Hospitals,Voluntary non-profit - Other,Yes
142,030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 SHOW LOW LAKE ROAD,34.20249,-110.01713,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Proprietary,Yes
143,030064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",1501 NORTH CAMPBELL AVENUE,32.24053,-110.94554,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes
144,030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,33.39034,-111.87464,MESA,AZ,85202,MARICOPA,4804123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
145,030067,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,34.13666,-114.28217,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
146,030068,MT GRAHAM REGIONAL MEDICAL CENTER,1600  SOUTH 20TH AVENUE,32.82265,-109.73465,SAFFORD,AZ,85546,GRAHAM,9283484000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
147,030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,34.48013,-114.3388,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Acute Care Hospitals,Proprietary,Yes
148,030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,35.78836,-109.08319,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Acute Care Hospitals,Government - Federal,Yes
149,030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,36.1264,-111.23773,TUBA CITY,AZ,86045,COCONINO,9282832501,Acute Care Hospitals,Voluntary non-profit - Other,Yes
150,030074,SELLS INDIAN HEALTH SERVICE HOSPITAL,PO BOX 548,31.91646,-111.88915,SELLS,AZ,85634,PIMA,5203837200,Acute Care Hospitals,Government - Federal,Yes
151,030077,SAN CARLOS INDIAN HOSPITAL,223 CIBECUE CIRCLE ROAD,33.35202,-110.45452,SAN CARLOS,AZ,85550,GILA,9284757347,Acute Care Hospitals,Government - Federal,Yes
152,030078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,33.49674,-112.04761,PHOENIX,AZ,85016,MARICOPA,6022631200,Acute Care Hospitals,Government - Federal,Yes
153,030083,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,33.63992,-111.99731,PHOENIX,AZ,85032,MARICOPA,6029235000,Acute Care Hospitals,Proprietary,Yes
154,030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",36.08058,-109.61672,CHINLE,AZ,86503,APACHE,9286747001,Acute Care Hospitals,Government - Federal,Yes
155,030085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,32.32087,-111.00978,TUCSON,AZ,85741,PIMA,5207429000,Acute Care Hospitals,Proprietary,Yes
156,030087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,33.58022,-111.88515,SCOTTSDALE,AZ,85260,MARICOPA,4803233000,Acute Care Hospitals,Proprietary,Yes
157,030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,33.41102,-111.6887,MESA,AZ,85206,MARICOPA,4803212000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
158,030089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,33.6098,-112.18033,GLENDALE,AZ,85306,MARICOPA,6025885555,Acute Care Hospitals,Government - Hospital District or Authority,Yes
159,030092,JOHN C LINCOLN DEER VALLEY HOSPITAL,19829 NORTH 27TH AVENUE,33.66576,-112.1165,PHOENIX,AZ,85027,MARICOPA,6238795574,Acute Care Hospitals,Voluntary non-profit - Private,Yes
160,030093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,33.6595,-112.37326,SUN CITY WEST,AZ,85375,MARICOPA,6232144000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
161,030094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,33.65514,-112.20192,GLENDALE,AZ,85308,MARICOPA,6235611000,Acute Care Hospitals,Proprietary,Yes
162,030100,CARONDELET HEART AND VASCULAR INSTITUTE,4888 NORTH STONE AVENUE,32.29386,-110.97022,TUCSON,AZ,85704,PIMA,5206962328,Acute Care Hospitals,Voluntary non-profit - Church,Yes
163,030101,WESTERN ARIZONA REGIONAL MEDICAL CTR,2735 SILVER CREEK ROAD,35.11064,-114.55574,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,Acute Care Hospitals,Proprietary,Yes
164,030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,33.65957,-111.95623,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes
165,030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,33.4112,-111.68496,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Voluntary non-profit - Private,No
166,030107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,33.37996,-111.73482,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No
167,030108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,6501 NORTH 19TH AVENUE,33.53212,-112.09882,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No
168,030110,WEST VALLEY HOSPITAL,13677 WEST MCDOWELL ROAD,33.46427,-112.35359,GOODYEAR,AZ,85395,MARICOPA,6238821500,Acute Care Hospitals,Proprietary,Yes
169,030111,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",2800 EAST AJO WAY,32.17623,-110.9307,TUCSON,AZ,85713,PIMA,5202944471,Acute Care Hospitals,Voluntary non-profit - Private,Yes
170,030112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2905 WEST WARNER ROAD,33.33407,-111.89141,CHANDLER,AZ,85225,MARICOPA,4806039000,Acute Care Hospitals,Proprietary,No
171,030113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),33.87598,-109.95944,WHITERIVER,AZ,85941,NAVAJO,9283384911,Acute Care Hospitals,Government - Federal,Yes
172,030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,32.42932,-110.94986,ORO VALLEY,AZ,85755,PIMA,5209013500,Acute Care Hospitals,Proprietary,Yes
173,030115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,33.47833,-112.25699,PHOENIX,AZ,85037,MARICOPA,6233274000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
174,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,35.00207,-114.59685,FORT MOHAVE,AZ,86426,MOHAVE,9287882273,Acute Care Hospitals,Proprietary,Yes
175,030118,YAVAPAI REGIONAL MEDICAL CENTER-EAST,7700 EAST FLORENTINE ROAD,34.59013,-112.3305,PRESCOTT VALLEY,AZ,86314,YAVAPAI,9284428165,Acute Care Hospitals,Voluntary non-profit - Private,Yes
176,030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,33.28575,-111.75531,GILBERT,AZ,85296,MARICOPA,4807288327,Acute Care Hospitals,Voluntary non-profit - Church,Yes
177,030120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,33.3138,-111.68689,GILBERT,AZ,85295,MARICOPA,4802795835,Acute Care Hospitals,Proprietary,Yes
178,030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,33.39126,-111.6114,MESA,AZ,85209,MARICOPA,4803586100,Acute Care Hospitals,Proprietary,Yes
179,030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,33.38414,-111.71966,GILBERT,AZ,85234,MARICOPA,4805432000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
180,030123,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,7400 EAST THOMPSON PEAK PARKWAY,33.6698,-111.9226,SCOTTSDALE,AZ,85255,MARICOPA,4803247004,Acute Care Hospitals,Proprietary,Yes
181,030126,ARIZONA REGIONAL MEDICAL CENTER,515 NORTH MESA DRIVE,33.42493,-111.82214,MESA,AZ,85201,MARICOPA,4808983333,Acute Care Hospitals,Proprietary,Yes
182,030128,HUALAPAI MOUNTAIN MEDICAL CENTER,3801 SANTA ROSA DRIVE,35.21867,-113.98569,KINGMAN,AZ,86401,MOHAVE,9282635000,Acute Care Hospitals,Proprietary,Yes
183,03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,33.4956,-112.06802,PHOENIX                       ,AZ,85012,,6022226444,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
184,030130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,33.21453,-111.56524,SAN TAN VALLEY,AZ,85140,PINAL,4803944030,Acute Care Hospitals,Voluntary non-profit - Private,Yes
185,030131,OASIS HOSPITAL,750 NORTH 40TH STREET,33.45663,-111.9959,PHOENIX,AZ,85008,MARICOPA,6027977700,Acute Care Hospitals,Voluntary non-profit - Private,Yes
186,03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,32.18111,-110.96829,TUCSON                        ,AZ,85723,,5206291821,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
187,03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,34.554604,-112.452652,PRESCOTT                      ,AZ,86313,YAVAPAI,9284454860,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
188,031300,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,33.97804,-112.73956,WICKENBURG,AZ,85390,MARICOPA,9286845421,Critical Access Hospitals,Voluntary non-profit - Private,Yes
189,031301,BENSON HOSPITAL,450 SOUTH OCOTILLO STREET,31.96412,-110.30715,BENSON,AZ,85602,COCHISE,5205862261,Critical Access Hospitals,Government - Hospital District or Authority,Yes
190,031302,NORTHERN COCHISE COMMUNITY HOSPITAL,901 WEST REX ALLEN DRIVE,32.26528,-109.838,WILLCOX,AZ,85643,COCHISE,5203843541,Critical Access Hospitals,Government - Hospital District or Authority,Yes
191,031303,SOUTHEAST ARIZONA MEDICAL CENTER,2174 WEST OAK AVENUE,31.36415,-109.5945,DOUGLAS,AZ,85607,COCHISE,5203647931,Critical Access Hospitals,Voluntary non-profit - Private,Yes
192,031304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,36.91699,-111.46311,PAGE,AZ,86040,COCONINO,6286452424,Critical Access Hospitals,Government - Hospital District or Authority,Yes
193,031305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",35.80725,-110.41771,POLACCA,AZ,86042,NAVAJO,9287376000,Critical Access Hospitals,Government - Federal,Yes
194,031309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191 PO BOX 457,35.70911,-109.53924,GANADO,AZ,86505,APACHE,9287554500,Critical Access Hospitals,Voluntary non-profit - Private,Yes
195,031311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,35.03553,-110.69174,WINSLOW,AZ,86047,NAVAJO,9282894691,Critical Access Hospitals,Government - Local,Yes
196,031312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,31.41758,-109.88315,BISBEE,AZ,85603,COCHISE,5204325383,Critical Access Hospitals,Voluntary non-profit - Private,Yes
197,031313,CARONDELET HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,31.33918,-110.96002,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Critical Access Hospitals,Voluntary non-profit - Private,Yes
198,031314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,33.40648,-110.82737,GLOBE,AZ,85501,GILA,9284253261,Critical Access Hospitals,Voluntary non-profit - Private,Yes
199,031315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,34.13157,-109.28687,SPRINGERVILLE,AZ,85938,APACHE,9283334368,Critical Access Hospitals,Voluntary non-profit - Private,Yes
200,033302,PHOENIX CHILDREN'S HOSPITAL,1919 EAST THOMAS ROAD,33.4794,-112.04162,PHOENIX,AZ,85016,MARICOPA,6029330400,Childrens,Voluntary non-profit - Private,Yes
201,040001,SILOAM SPRINGS MEMORIAL HOSPITAL,205 EAST JEFFERSON STREET,36.18152,-94.54019,SILOAM SPRINGS,AR,72761,BENTON,4795244141,Acute Care Hospitals,Voluntary non-profit - Private,Yes
202,040002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,35.46436,-93.44269,CLARKSVILLE,AR,72830,JOHNSON,4797545454,Acute Care Hospitals,Voluntary non-profit - Private,Yes
203,040004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,36.10992,-94.16074,FAYETTEVILLE,AR,72703,WASHINGTON,4794635113,Acute Care Hospitals,Government - Local,Yes
204,040007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,34.7502,-92.3382,LITTLE ROCK,AR,72205,PULASKI,5015523000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
205,040010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,36.30963,-94.18336,ROGERS,AR,72758,BENTON,4793388000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
206,040011,"JOHN ED CHAMBERS MEM HOSP, INC",HIGHWAY 10 AT DETROIT STREET,35.05399,-93.38853,DANVILLE,AR,72833,YELL,4794952241,Acute Care Hospitals,Voluntary non-profit - Other,Yes
207,040014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,35.25045,-91.69357,SEARCY,AR,72143,WHITE,5012783100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
208,040015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,34.58905,-94.2225,MENA,AR,71953,POLK,4793946100,Acute Care Hospitals,Government - Local,Yes
209,040016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,34.7513,-92.32075,LITTLE ROCK,AR,72205,PULASKI,5016865000,Acute Care Hospitals,Government - State,Yes
210,040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,36.23603,-93.10922,HARRISON,AR,72601,BOONE,8704144000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
211,040018,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREET,35.43652,-94.33811,VAN BUREN,AR,72956,CRAWFORD,4794714300,Acute Care Hospitals,Proprietary,Yes
212,040019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,35.03931,-90.77192,FORREST CITY,AR,72335,SAINT FRANCIS,8702610000,Acute Care Hospitals,Proprietary,Yes
213,040020,ST BERNARDS MEDICAL CTR,225 E JACKSON,35.83822,-90.70309,JONESBORO,AR,72401,CRAIGHEAD,8709724100,Acute Care Hospitals,Voluntary non-profit - Church,Yes
214,040022,"NW ARKANSAS HOSPITALS, LLC",609 WEST MAPLE AVENUE,36.18086,-94.13699,SPRINGDALE,AR,72764,WASHINGTON,4797515711,Acute Care Hospitals,Proprietary,Yes
215,040026,ST JOSEPHS MERCY HEALTH CENTER INC,300 WERNER STREET,34.46733,-93.06581,HOT SPRINGS,AR,71903,GARLAND,5016221000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
216,040027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,36.34297,-92.39586,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
217,040029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,35.08484,-92.45784,CONWAY,AR,72034,FAULKNER,5013293831,Acute Care Hospitals,Voluntary non-profit - Private,Yes
218,040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,34.78404,-92.22305,NORTH LITTLE ROCK,AR,72117,PULASKI,5012023000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
219,040039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,36.05201,-90.49883,PARAGOULD,AR,72450,GREENE,8702397000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
220,040041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,35.28302,-93.1504,RUSSELLVILLE,AR,72801,POPE,4799682841,Acute Care Hospitals,Proprietary,Yes
221,040042,CRITTENDEN MEMORIAL HOSPITAL,200 TYLER,35.14407,-90.18964,WEST MEMPHIS,AR,72301,CRITTENDEN,8707351500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
222,040047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,36.29008,-90.99711,POCAHONTAS,AR,72455,RANDOLPH,8708926000,Acute Care Hospitals,Government - Local,Yes
223,040050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,33.57552,-92.83412,CAMDEN,AR,71701,OUACHITA,8708361000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
224,040051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,33.61114,-91.81708,MONTICELLO,AR,71655,DREW,8703672411,Acute Care Hospitals,Voluntary non-profit - Other,Yes
225,040055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,35.37445,-94.42133,FORT SMITH,AR,72901,SEBASTIAN,5014414000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
226,040062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,35.35525,-94.35251,FORT SMITH,AR,72917,SEBASTIAN,4793146000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
227,040067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,33.2751,-93.23926,MAGNOLIA,AR,71754,COLUMBIA,8702353000,Acute Care Hospitals,Government - Local,Yes
228,040069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,35.94337,-89.91738,BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300,Acute Care Hospitals,Voluntary non-profit - Other,Yes
229,040071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,34.18754,-92.01896,PINE BLUFF,AR,71603,JEFFERSON,8705417100,Acute Care Hospitals,Voluntary non-profit - Other,Yes
230,040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,34.51708,-91.55965,STUTTGART,AR,72160,ARKANSAS,8706733511,Acute Care Hospitals,Proprietary,Yes
231,040074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,34.87369,-92.12451,JACKSONVILLE,AR,72076,PULASKI,5019857000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
232,040076,HOT SPRING COUNTY MEDICAL CENTER,1001 SCHNEIDER DRIVE,34.36004,-92.7857,MALVERN,AR,72104,HOT SPRING,5013374911,Acute Care Hospitals,Voluntary non-profit - Private,Yes
233,040078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,34.48635,-93.0352,HOT SPRINGS,AR,71901,GARLAND,5013211000,Acute Care Hospitals,Proprietary,No
234,040080,HARRIS HOSPITAL,1205 MCLAIN STREET,35.60811,-91.26488,NEWPORT,AR,72112,JACKSON,8705238911,Acute Care Hospitals,Proprietary,Yes
235,040084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,34.57349,-92.58513,BENTON,AR,72015,SALINE,5017766000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
236,040085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,34.50994,-90.62737,HELENA,AR,72342,PHILLIPS,8703385800,Acute Care Hospitals,Proprietary,Yes
237,040088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,33.21838,-92.67229,EL DORADO,AR,71731,UNION,8708632000,Acute Care Hospitals,Proprietary,Yes
238,040091,MEDICAL PARK HOSPITAL,2001 SOUTH MAIN STREET,33.64911,-93.5871,HOPE,AR,71801,HEMPSTEAD,8707772323,Acute Care Hospitals,Proprietary,Yes
239,04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,36.07722,-94.15708,FAYETTEVILLE                  ,AR,72703,WASHINGTON,4794445058,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
240,04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,34.74567,-92.32075,LITTLE ROCK                   ,AR,72205,PULASKI,5012571000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
241,040114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",34.74755,-92.37821,LITTLE ROCK,AR,72205,PULASKI,5012022000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
242,040118,NEA BAPTIST MEMORIAL HOSPITAL,3024 STADIUM BOULEVARD,35.80888,-90.66924,JONESBORO,AR,72401,CRAIGHEAD,8709727000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
243,040119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,35.76838,-91.63487,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
244,040132,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVE,34.50975,-93.05713,HOT SPRINGS,AR,71901,GARLAND,5016241281,Acute Care Hospitals,Voluntary non-profit - Private,Yes
245,040134,ARKANSAS HEART HOSPITAL,1701 S SHACKLEFORD ROAD,34.7392,-92.39369,LITTLE ROCK,AR,72211,PULASKI,5012197000,Acute Care Hospitals,Proprietary,Yes
246,040137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,34.81438,-92.20719,SHERWOOD,AR,72120,PULASKI,5015527100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
247,040147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,34.80162,-92.34812,NO LITTLE ROCK,AR,72118,PULASKI,5017488000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
248,040152,PHYSICIANS' SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,36.12133,-94.13374,FAYETTEVILLE,AR,72703,WASHINGTON,4795717002,Acute Care Hospitals,Proprietary,Yes
249,041300,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,35.28999,-93.72545,PARIS,AR,72855,LOGAN,4799636101,Critical Access Hospitals,Voluntary non-profit - Private,Yes
250,041302,RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,35.22078,-93.15706,DARDANELLE,AR,72834,YELL,4792294677,Critical Access Hospitals,Proprietary,Yes
251,041303,MERCY HOSPITAL TURNER MEMORIAL,801 WEST RIVER STREET,35.48605,-93.83316,OZARK,AR,72949,FRANKLIN,4796674138,Critical Access Hospitals,Government - Local,Yes
252,041304,"EUREKA SPRINGS HOSPITAL, LLC",24 NORRIS STREET,36.40042,-93.74422,EUREKA SPRINGS,AR,72632,CARROLL,4792537400,Critical Access Hospitals,Voluntary non-profit - Private,Yes
253,041305,MERCY HOSPITAL SCOTT COUNTY,1341 WEST SIXTH STREET,34.89476,-94.10616,WALDRON,AR,72958,SCOTT,4796374135,Critical Access Hospitals,Voluntary non-profit - Private,Yes
254,041306,COMMUNITY MEDICAL CENTER IZARD COUNTY,103 GRASSE STREET,36.1274,-92.12875,CALICO ROCK,AR,72519,IZARD,8702973726,Critical Access Hospitals,Voluntary non-profit - Private,No
255,041307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,35.21968,-90.78743,WYNNE,AR,72396,CROSS,8702383300,Critical Access Hospitals,Voluntary non-profit - Church,Yes
256,041308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,33.61878,-91.39344,MCGEHEE,AR,71654,DESHA,8702225600,Critical Access Hospitals,Voluntary non-profit - Private,Yes
257,041309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,36.07475,-90.96817,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Critical Access Hospitals,Government - Local,Yes
258,041310,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,35.90993,-92.10724,MOUNTAIN VIEW,AR,72560,STONE,8702694361,Critical Access Hospitals,Voluntary non-profit - Private,Yes
259,041311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,33.94975,-93.8799,NASHVILLE,AR,71852,HOWARD,8708454400,Critical Access Hospitals,Government - Local,Yes
260,041312,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,1800 BYPASS ROAD,35.50453,-91.99838,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,Critical Access Hospitals,Voluntary non-profit - Private,Yes
